#---------- Chain Size Frequency ----------
#From frame 1000 to frame 1499.
#Chain Size | Number of Occurences
16 12
4 243
12 36
2 743
5 157
3 387
8 62
6 138
10 37
7 98
14 24
13 28
18 11
9 41
15 25
11 31
21 7
22 8
19 13
17 19
24 2
20 4
23 3
